Date,Gamecode,Odd,Profit,Colour,Net-profit
Sun Feb  5 20:33:14 2023,1675618337,20.49,-8372.96,purple,-99796.33
Sun Feb  5 20:33:41 2023,1675618398,2.86,1981.16,green,-97815.17
Sun Feb  5 20:34:38 2023,1675618427,14.91,-10526.47,purple,-108341.64
Sun Feb  5 20:36:27 2023,1675618483,390.56,-14961.27,purple,-123302.91
Sun Feb  5 20:36:49 2023,1675618593,2.01,2346.08,green,-120956.83
Sun Feb  5 20:37:42 2023,1675618615,11.04,-15211.44,purple,-136168.27
Sun Feb  5 20:38:18 2023,1675618666,4.82,-800.68,green,-136968.95
Sun Feb  5 20:38:37 2023,1675618703,1.68,3951.88,red,-133017.07
Sun Feb  5 20:38:48 2023,1675618723,1.05,4135.0,red,-128882.07
Sun Feb  5 20:39:03 2023,1675618734,1.31,3379.29,red,-125502.78
Sun Feb  5 20:39:32 2023,1675618749,2.86,1619.68,green,-123883.1
Sun Feb  5 20:39:53 2023,1675618778,1.89,2749.1,red,-121134.0
Sun Feb  5 20:40:14 2023,1675618799,1.77,2738.05,red,-118395.95
Sun Feb  5 20:40:30 2023,1675618820,1.39,1172.24,red,-117223.71
Sun Feb  5 20:40:44 2023,1675618836,1.25,780.38,red,-116443.33
Sun Feb  5 20:40:57 2023,1675618850,1.11,875.0,red,-115568.33
Sun Feb  5 20:41:25 2023,1675618863,2.84,924.5,green,-114643.83
Sun Feb  5 20:41:39 2023,1675618891,1.23,2808.81,red,-111835.02
Sun Feb  5 20:42:00 2023,1675618905,1.81,1853.41,red,-109981.61
Sun Feb  5 20:42:19 2023,1675618926,1.55,2465.7,red,-107515.91
Sun Feb  5 20:42:51 2023,1675618944,3.79,-15.4,green,-107531.31
Sun Feb  5 20:43:19 2023,1675618977,2.81,2375.91,green,-105155.4
Sun Feb  5 20:43:39 2023,1675619005,1.72,1473.48,red,-103681.92
Sun Feb  5 20:44:08 2023,1675619025,2.94,679.7,green,-103002.22
Sun Feb  5 20:44:37 2023,1675619054,2.98,2150.78,green,-100851.44
Sun Feb  5 20:44:52 2023,1675619083,1.33,2478.19,red,-98373.25
Sun Feb  5 20:45:13 2023,1675619098,1.92,3327.8,red,-95045.45
Sun Feb  5 20:45:34 2023,1675619120,1.73,1726.4,red,-93319.05
Sun Feb  5 20:46:03 2023,1675619140,2.97,1348.9,green,-91970.15
Sun Feb  5 20:46:43 2023,1675619169,5.85,176.9,green,-91793.25
Sun Feb  5 20:46:53 2023,1675619209,1.00,3688.3,red,-88104.95
Sun Feb  5 20:47:30 2023,1675619220,4.80,1058.2,green,-87046.75
Sun Feb  5 20:48:05 2023,1675619257,4.12,362.37,green,-86684.38
Sun Feb  5 20:48:24 2023,1675619291,1.49,3393.42,red,-83290.96
Sun Feb  5 20:49:15 2023,1675619308,12.26,-13579.62,purple,-96870.58
Sun Feb  5 20:49:34 2023,1675619361,1.68,3446.95,red,-93423.63
Sun Feb  5 20:50:28 2023,1675619380,12.71,-9441.31,purple,-102864.94
Sun Feb  5 20:50:41 2023,1675619434,1.18,2490.02,red,-100374.92
Sun Feb  5 20:51:18 2023,1675619447,4.92,-2420.86,green,-102795.78
Sun Feb  5 20:51:34 2023,1675619485,1.32,2272.83,red,-100522.95
Sun Feb  5 20:52:16 2023,1675619500,6.58,-3102.6,green,-103625.55
Sun Feb  5 20:52:39 2023,1675619542,2.14,2871.71,green,-100753.84
Sun Feb  5 20:53:02 2023,1675619566,1.98,2646.88,red,-98106.96
Sun Feb  5 20:53:21 2023,1675619588,1.67,1570.11,red,-96536.85
Sun Feb  5 20:53:49 2023,1675619607,2.82,-660.59,green,-97197.44
Sun Feb  5 20:54:02 2023,1675619635,1.12,1901.82,red,-95295.62
Sun Feb  5 20:54:39 2023,1675619648,4.93,875.03,green,-94420.59
Sun Feb  5 20:55:00 2023,1675619685,1.83,1018.92,red,-93401.67
Sun Feb  5 20:55:15 2023,1675619706,1.19,3265.55,red,-90136.12
Sun Feb  5 20:55:48 2023,1675619720,4.02,-78.78,green,-90214.9
Sun Feb  5 20:56:11 2023,1675619754,2.14,2153.92,green,-88060.98
Sun Feb  5 20:56:31 2023,1675619777,1.64,1718.22,red,-86342.76
Sun Feb  5 20:56:56 2023,1675619796,2.40,1202.95,green,-85139.81
Sun Feb  5 20:57:17 2023,1675619822,1.86,382.82,red,-84756.99
Sun Feb  5 20:57:37 2023,1675619843,1.70,1470.15,red,-83286.84
Sun Feb  5 20:58:13 2023,1675619862,4.81,375.6,green,-82911.24
Sun Feb  5 20:58:33 2023,1675619899,1.77,629.96,red,-82281.28
Sun Feb  5 20:58:49 2023,1675619920,1.21,735.15,red,-81546.13
Sun Feb  5 20:59:12 2023,1675619934,2.23,521.01,green,-81025.12
Sun Feb  5 20:59:25 2023,1675619958,1.07,2370.4,red,-78654.72
Sun Feb  5 20:59:42 2023,1675619970,1.63,1777.97,red,-76876.75
Sun Feb  5 20:59:56 2023,1675619989,1.19,2380.0,red,-74496.75
Sun Feb  5 21:00:07 2023,1675620002,1.02,1496.17,red,-73000.58
Sun Feb  5 21:00:19 2023,1675620013,1.05,1117.81,red,-71882.77
Sun Feb  5 21:00:33 2023,1675620025,1.29,1075.31,red,-70807.46
Sun Feb  5 21:01:41 2023,1675620040,30.06,-2867.13,purple,-73674.59
Sun Feb  5 21:02:41 2023,1675620108,19.52,-4844.1,purple,-78518.69
Sun Feb  5 21:03:58 2023,1675620168,50.72,-14015.24,purple,-92533.93
Sun Feb  5 21:04:12 2023,1675620244,1.28,3656.59,red,-88877.34
Sun Feb  5 21:04:36 2023,1675620259,2.01,2126.98,green,-86750.36
Sun Feb  5 21:04:49 2023,1675620281,1.17,3029.0,red,-83721.36
Sun Feb  5 21:05:14 2023,1675620295,2.27,520.3,green,-83201.06
Sun Feb  5 21:05:41 2023,1675620319,2.89,1634.87,green,-81566.19
Sun Feb  5 21:05:55 2023,1675620348,1.17,3399.5,red,-78166.69
Sun Feb  5 21:06:09 2023,1675620361,1.24,3581.63,red,-74585.06
Sun Feb  5 21:06:27 2023,1675620375,1.46,3435.2,red,-71149.86
Sun Feb  5 21:06:52 2023,1675620393,2.43,2556.33,green,-68593.53
Sun Feb  5 21:07:08 2023,1675620418,1.38,3614.0,red,-64979.53
Sun Feb  5 21:07:35 2023,1675620434,2.49,615.4,green,-64364.13
Sun Feb  5 21:08:08 2023,1675620460,3.96,-682.02,green,-65046.15
Sun Feb  5 21:08:20 2023,1675620494,1.10,3261.0,red,-61785.15
Sun Feb  5 21:09:09 2023,1675620506,9.94,-13057.9,purple,-74843.05
Sun Feb  5 21:09:27 2023,1675620555,1.50,1304.0,red,-73539.05
Sun Feb  5 21:10:07 2023,1675620573,5.74,-1645.3,green,-75184.35
Sun Feb  5 21:10:32 2023,1675620613,2.32,1189.96,green,-73994.39
Sun Feb  5 21:10:46 2023,1675620638,1.24,2401.44,red,-71592.95
Sun Feb  5 21:11:20 2023,1675620652,4.22,946.02,green,-70646.93
Sun Feb  5 21:11:32 2023,1675620687,1.02,3781.53,red,-66865.4
Sun Feb  5 21:11:47 2023,1675620698,1.27,3163.8,red,-63701.6
Sun Feb  5 21:12:13 2023,1675620713,2.58,2701.68,green,-60999.92
Sun Feb  5 21:12:25 2023,1675620739,1.09,1856.45,red,-59143.47
Sun Feb  5 21:12:59 2023,1675620752,3.97,369.37,green,-58774.1
Sun Feb  5 21:13:27 2023,1675620785,2.84,2201.81,green,-56572.29
Sun Feb  5 21:13:43 2023,1675620814,1.34,2064.03,red,-54508.26
Sun Feb  5 21:15:40 2023,1675620829,574.70,-14060.6,purple,-68568.86
Sun Feb  5 21:15:53 2023,1675620946,1.16,2053.9,red,-66514.96
Sun Feb  5 21:16:04 2023,1675620959,1.00,2363.23,red,-64151.73
Sun Feb  5 21:16:27 2023,1675620970,2.17,1703.2,green,-62448.53
Sun Feb  5 21:17:11 2023,1675620994,7.51,-3579.55,green,-66028.08
Sun Feb  5 21:17:40 2023,1675621038,2.88,1443.58,green,-64584.5
Sun Feb  5 21:19:09 2023,1675621066,110.15,-6109.91,purple,-70694.41
Sun Feb  5 21:19:21 2023,1675621156,1.04,2731.14,red,-67963.27
Sun Feb  5 21:19:36 2023,1675621167,1.37,2792.6,red,-65170.67
Sun Feb  5 21:19:50 2023,1675621183,1.20,2760.5,red,-62410.17
Sun Feb  5 21:20:11 2023,1675621197,1.77,1953.4,red,-60456.77
Sun Feb  5 21:20:24 2023,1675621217,1.12,3245.0,red,-57211.77
Sun Feb  5 21:20:36 2023,1675621230,1.11,2868.37,red,-54343.4
Sun Feb  5 21:21:18 2023,1675621242,6.40,-3207.06,green,-57550.46
Sun Feb  5 21:21:38 2023,1675621284,1.80,1186.87,red,-56363.59
Sun Feb  5 21:21:56 2023,1675621305,1.47,1242.85,red,-55120.74
Sun Feb  5 21:22:10 2023,1675621322,1.27,2561.88,red,-52558.86
Sun Feb  5 21:22:28 2023,1675621337,1.60,2545.48,red,-50013.38
Sun Feb  5 21:23:28 2023,1675621355,18.82,-13850.25,purple,-63863.63
Sun Feb  5 21:24:21 2023,1675621415,12.17,-7499.72,purple,-71363.35
Sun Feb  5 21:24:48 2023,1675621467,2.43,1523.0,green,-69840.35
Sun Feb  5 21:25:12 2023,1675621493,2.26,1665.3,green,-68175.05
Sun Feb  5 21:25:23 2023,1675621517,1.06,2141.0,red,-66034.05
Sun Feb  5 21:25:38 2023,1675621529,1.19,2120.15,red,-63913.9
Sun Feb  5 21:25:48 2023,1675621543,1.05,2013.0,red,-61900.9
Sun Feb  5 21:26:02 2023,1675621554,1.18,1735.44,red,-60165.46
Sun Feb  5 21:26:18 2023,1675621568,1.43,1868.2,red,-58297.26
Sun Feb  5 21:26:44 2023,1675621585,2.43,852.9,green,-57444.36
Sun Feb  5 21:27:25 2023,1675621610,5.98,-2763.91,green,-60208.27
Sun Feb  5 21:28:27 2023,1675621651,21.88,-9081.16,purple,-69289.43
Sun Feb  5 21:28:42 2023,1675621713,1.33,2097.62,red,-67191.81
Sun Feb  5 21:29:05 2023,1675621729,2.06,731.9,green,-66459.91
Sun Feb  5 21:29:55 2023,1675621751,9.78,-9823.77,purple,-76283.68
Sun Feb  5 21:30:09 2023,1675621800,1.26,3121.76,red,-73161.92
Sun Feb  5 21:30:24 2023,1675621815,1.17,3011.5,red,-70150.42
Sun Feb  5 21:30:34 2023,1675621828,1.01,2995.92,red,-67154.5
Sun Feb  5 21:30:51 2023,1675621839,1.53,2625.3,red,-64529.2
Sun Feb  5 21:31:06 2023,1675621857,1.34,2498.75,red,-62030.45
Sun Feb  5 21:31:19 2023,1675621873,1.10,1390.67,red,-60639.78
Sun Feb  5 21:31:43 2023,1675621885,2.10,1320.94,green,-59318.84
Sun Feb  5 21:32:23 2023,1675621908,6.00,-2657.5,green,-61976.34
Sun Feb  5 21:32:43 2023,1675621949,1.80,870.52,red,-61105.82
Sun Feb  5 21:32:56 2023,1675621969,1.08,973.0,red,-60132.82
Sun Feb  5 21:33:08 2023,1675621982,1.15,1659.1,red,-58473.72
Sun Feb  5 21:33:23 2023,1675621995,1.28,1609.4,red,-56864.32
Sun Feb  5 21:33:44 2023,1675622010,1.82,1634.0,red,-55230.32
Sun Feb  5 21:34:10 2023,1675622030,2.52,1701.4,green,-53528.92
Sun Feb  5 21:34:28 2023,1675622056,1.50,1594.36,red,-51934.56
Sun Feb  5 21:34:50 2023,1675622074,1.98,1465.6,red,-50468.96
Sun Feb  5 21:35:12 2023,1675622096,1.92,1494.32,red,-48974.64
Sun Feb  5 21:37:07 2023,1675622118,523.88,-14039.64,purple,-63014.28
Sun Feb  5 21:38:57 2023,1675622233,367.14,-9806.57,purple,-72820.85
Sun Feb  5 21:40:00 2023,1675622342,22.20,-14746.7,purple,-87567.55
Sun Feb  5 21:40:45 2023,1675622405,7.91,-3163.84,green,-90731.39
Sun Feb  5 21:41:10 2023,1675622450,2.56,631.58,green,-90099.81
Sun Feb  5 21:41:45 2023,1675622476,4.26,185.39,green,-89914.42
Sun Feb  5 21:42:00 2023,1675622511,1.16,1035.26,red,-88879.16
Sun Feb  5 21:42:16 2023,1675622525,1.50,2699.92,red,-86179.24
Sun Feb  5 21:43:15 2023,1675622542,18.45,-11295.47,purple,-97474.71
Sun Feb  5 21:43:51 2023,1675622601,4.20,13.1,green,-97461.61
Sun Feb  5 21:44:16 2023,1675622636,2.41,2020.4,green,-95441.21
Sun Feb  5 21:44:47 2023,1675622662,3.12,401.1,green,-95040.11
Sun Feb  5 21:45:39 2023,1675622691,10.90,-9237.8,purple,-104277.91
Sun Feb  5 21:46:07 2023,1675622742,3.17,-448.75,green,-104726.66
Sun Feb  5 21:46:19 2023,1675622772,1.14,1959.0,red,-102767.66
Sun Feb  5 21:46:34 2023,1675622785,1.09,1645.0,red,-101122.66
Sun Feb  5 21:46:44 2023,1675622797,1.00,1766.0,red,-99356.66
Sun Feb  5 21:47:04 2023,1675622808,1.89,689.82,red,-98666.84
Sun Feb  5 21:47:44 2023,1675622829,5.44,-434.16,green,-99101.0
Sun Feb  5 21:47:56 2023,1675622868,1.13,1327.46,red,-97773.54
Sun Feb  5 21:48:57 2023,1675622881,22.06,-9709.8,purple,-107483.34
Sun Feb  5 21:49:18 2023,1675622944,1.82,1892.0,red,-105591.34
Sun Feb  5 21:50:19 2023,1675622964,19.81,-9741.16,purple,-115332.5
Sun Feb  5 21:50:47 2023,1675623025,1.99,2414.81,red,-112917.69
Sun Feb  5 21:51:06 2023,1675623047,2.03,2390.74,green,-110526.95
Sun Feb  5 21:51:20 2023,1675623070,1.35,3614.2,red,-106912.75
Sun Feb  5 21:51:46 2023,1675623086,2.56,3423.62,green,-103489.13
Sun Feb  5 21:52:26 2023,1675623112,5.94,833.74,green,-102655.39
Sun Feb  5 21:52:54 2023,1675623153,2.52,1941.34,green,-100714.05
Sun Feb  5 21:53:06 2023,1675623179,1.10,2316.63,red,-98397.42
Sun Feb  5 21:53:44 2023,1675623191,5.14,-2503.78,green,-100901.2
Sun Feb  5 21:54:20 2023,1675623229,3.00,1393.35,green,-99507.85
Sun Feb  5 21:54:30 2023,1675623258,1.09,2422.95,red,-97084.9
Sun Feb  5 21:55:46 2023,1675623271,64.97,-10046.01,purple,-107130.91
Sun Feb  5 21:56:00 2023,1675623351,1.29,2257.33,red,-104873.58
Sun Feb  5 21:56:33 2023,1675623366,3.32,848.99,green,-104024.59
Sun Feb  5 21:56:46 2023,1675623397,1.19,1471.42,red,-102553.17
Sun Feb  5 21:57:02 2023,1675623410,1.36,1338.76,red,-101214.41
Sun Feb  5 21:57:20 2023,1675623426,1.11,2172.0,red,-99042.41
Sun Feb  5 21:57:28 2023,1675623439,1.28,2106.0,red,-96936.41
Sun Feb  5 21:58:13 2023,1675623454,6.53,-7203.22,green,-104139.63
Sun Feb  5 21:58:51 2023,1675623496,6.12,-2102.21,green,-106241.84
Sun Feb  5 21:59:05 2023,1675623537,1.24,1953.98,red,-104287.86
Sun Feb  5 21:59:53 2023,1675623551,9.37,-7211.94,purple,-111499.8
Sun Feb  5 22:00:34 2023,1675623599,5.77,-2318.7,green,-113818.5
Sun Feb  5 22:00:59 2023,1675623639,2.42,525.78,green,-113292.72
Sun Feb  5 22:01:26 2023,1675623665,2.19,1768.42,green,-111524.3
Sun Feb  5 22:01:36 2023,1675623689,1.12,2688.88,red,-108835.42
Sun Feb  5 22:02:20 2023,1675623701,6.42,-3458.26,green,-112293.68
Sun Feb  5 22:02:30 2023,1675623743,1.09,1668.86,red,-110624.82
Sun Feb  5 22:03:12 2023,1675623755,6.93,-1867.78,green,-112492.6
Sun Feb  5 22:03:28 2023,1675623798,1.32,2280.64,red,-110211.96
Sun Feb  5 22:03:50 2023,1675623814,2.00,2550.13,green,-107661.83
Sun Feb  5 22:04:40 2023,1675623836,10.48,-10984.84,purple,-118646.67
Sun Feb  5 22:05:02 2023,1675623886,1.85,3771.38,red,-114875.29
Sun Feb  5 22:05:26 2023,1675623907,2.26,776.63,green,-114098.66
Sun Feb  5 22:05:37 2023,1675623932,1.04,1469.2,red,-112629.46
Sun Feb  5 22:05:55 2023,1675623943,1.52,1318.68,red,-111310.78
Sun Feb  5 22:06:26 2023,1675623961,3.39,573.78,green,-110737.0
Sun Feb  5 22:06:49 2023,1675623992,2.07,1030.47,green,-109706.53
Sun Feb  5 22:07:18 2023,1675624015,3.13,554.73,green,-109151.8
Sun Feb  5 22:07:49 2023,1675624045,3.33,1693.09,green,-107458.71
Sun Feb  5 22:08:03 2023,1675624075,1.19,2791.04,red,-104667.67
Sun Feb  5 22:08:15 2023,1675624089,1.10,1896.38,red,-102771.29
Sun Feb  5 22:08:36 2023,1675624102,1.79,1811.93,red,-100959.36
Sun Feb  5 22:08:52 2023,1675624122,1.27,2038.58,red,-98920.78
Sun Feb  5 22:09:20 2023,1675624137,3.08,1688.43,green,-97232.35
Sun Feb  5 22:09:47 2023,1675624166,2.51,350.26,green,-96882.09
Sun Feb  5 22:10:01 2023,1675624193,1.31,2133.5,red,-94748.59
Sun Feb  5 22:10:15 2023,1675624208,1.17,2327.63,red,-92420.96
Sun Feb  5 22:10:29 2023,1675624221,1.22,2410.76,red,-90010.2
Sun Feb  5 22:10:44 2023,1675624235,1.28,2340.68,red,-87669.52
Sun Feb  5 22:11:00 2023,1675624250,1.40,2382.9,red,-85286.62
Sun Feb  5 22:11:15 2023,1675624267,1.24,1912.0,red,-83374.62
Sun Feb  5 22:11:34 2023,1675624281,1.68,1751.75,red,-81622.87
Sun Feb  5 22:12:28 2023,1675624301,12.29,-10347.6,purple,-91970.47
Sun Feb  5 22:12:39 2023,1675624353,1.08,1523.0,red,-90447.47
Sun Feb  5 22:13:07 2023,1675624365,2.72,1443.65,green,-89003.82
Sun Feb  5 22:13:52 2023,1675624393,7.79,-5643.5,green,-94647.32
Sun Feb  5 22:14:05 2023,1675624438,1.16,2204.5,red,-92442.82
Sun Feb  5 22:14:21 2023,1675624451,1.31,1737.5,red,-90705.32
Sun Feb  5 22:14:45 2023,1675624466,2.47,1399.0,green,-89306.32
Sun Feb  5 22:14:57 2023,1675624492,1.01,1815.0,red,-87491.32
Sun Feb  5 22:15:19 2023,1675624503,2.00,1759.4,green,-85731.92
Sun Feb  5 22:16:03 2023,1675624525,7.75,-6379.0,green,-92110.92
Sun Feb  5 22:16:46 2023,1675624570,5.22,-609.1,green,-92720.02
Sun Feb  5 22:16:59 2023,1675624609,1.46,742.1,red,-91977.92
Sun Feb  5 22:17:14 2023,1675624626,1.25,2504.0,red,-89473.92
Sun Feb  5 22:17:46 2023,1675624640,3.81,1089.9,green,-88384.02
Sun Feb  5 22:18:06 2023,1675624673,1.65,2504.4,red,-85879.62
Sun Feb  5 22:18:26 2023,1675624692,1.82,853.2,red,-85026.42
Sun Feb  5 22:18:41 2023,1675624713,1.29,940.0,red,-84086.42
Sun Feb  5 22:18:56 2023,1675624728,1.25,942.6,red,-83143.82
Sun Feb  5 22:19:28 2023,1675624743,3.62,1548.5,green,-81595.32
Sun Feb  5 22:20:06 2023,1675624775,5.09,1013.3,green,-80582.02
Sun Feb  5 22:20:49 2023,1675624813,6.88,-1719.2,green,-82301.22
Sun Feb  5 22:21:06 2023,1675624856,1.45,1965.85,red,-80335.37
Sun Feb  5 22:22:07 2023,1675624873,19.86,-11351.02,purple,-91686.39
Sun Feb  5 22:22:49 2023,1675624933,6.23,259.35,green,-91427.04
Sun Feb  5 22:23:05 2023,1675624975,1.38,2703.41,red,-88723.63
Sun Feb  5 22:23:28 2023,1675624991,2.15,592.63,green,-88131.0
Sun Feb  5 22:23:47 2023,1675625014,1.50,1282.29,red,-86848.71
Sun Feb  5 22:24:46 2023,1675625032,19.68,-4888.59,purple,-91737.3
Sun Feb  5 22:25:05 2023,1675625092,1.66,1054.92,red,-90682.38
Sun Feb  5 22:26:03 2023,1675625111,17.17,-8458.68,purple,-99141.06
Sun Feb  5 22:26:15 2023,1675625170,1.06,3018.83,red,-96122.23
Sun Feb  5 22:26:57 2023,1675625181,5.84,-2566.15,green,-98688.38
Sun Feb  5 22:27:07 2023,1675625222,1.00,2793.4,red,-95894.98
Sun Feb  5 22:27:28 2023,1675625232,1.89,2981.4,red,-92913.58
Sun Feb  5 22:27:56 2023,1675625254,2.78,-1118.82,green,-94032.4
Sun Feb  5 22:28:24 2023,1675625282,2.88,586.43,green,-93445.97
Sun Feb  5 22:28:48 2023,1675625310,2.19,801.3,green,-92644.67
Sun Feb  5 22:29:02 2023,1675625334,1.20,1186.85,red,-91457.82
Sun Feb  5 22:29:25 2023,1675625348,2.08,1036.66,green,-90421.16
Sun Feb  5 22:29:37 2023,1675625371,1.12,1323.0,red,-89098.16
Sun Feb  5 22:29:55 2023,1675625383,1.56,1046.6,red,-88051.56
Sun Feb  5 22:30:13 2023,1675625402,1.53,2440.0,red,-85611.56
Sun Feb  5 22:30:31 2023,1675625420,1.53,2296.6,red,-83314.96
Sun Feb  5 22:30:58 2023,1675625437,2.38,2214.05,green,-81100.91
Sun Feb  5 22:31:27 2023,1675625463,3.21,-633.36,green,-81734.27
Sun Feb  5 22:32:07 2023,1675625493,6.05,-1876.32,green,-83610.59
Sun Feb  5 22:34:11 2023,1675625534,843.25,-8368.87,purple,-91979.46
Sun Feb  5 22:35:47 2023,1675625657,160.74,-6556.77,purple,-98536.23
Sun Feb  5 22:35:58 2023,1675625752,1.13,2736.1,red,-95800.13
Sun Feb  5 22:36:13 2023,1675625765,1.23,2446.42,red,-93353.71
Sun Feb  5 22:36:39 2023,1675625779,2.48,480.3,green,-92873.41
Sun Feb  5 22:36:52 2023,1675625805,1.18,2709.79,red,-90163.62
Sun Feb  5 22:37:07 2023,1675625819,1.27,2657.75,red,-87505.87
Sun Feb  5 22:37:38 2023,1675625833,3.38,-849.76,green,-88355.63
Sun Feb  5 22:38:41 2023,1675625865,23.04,-2151.66,purple,-90507.29
Sun Feb  5 22:38:54 2023,1675625928,1.11,2222.97,red,-88284.32
Sun Feb  5 22:39:17 2023,1675625940,2.19,1861.8,green,-86422.52
Sun Feb  5 22:39:42 2023,1675625964,2.31,1765.28,green,-84657.24
Sun Feb  5 22:40:10 2023,1675625989,2.75,1558.7,green,-83098.54
Sun Feb  5 22:40:48 2023,1675626016,5.25,-676.38,green,-83774.92
Sun Feb  5 22:41:01 2023,1675626055,1.13,1464.29,red,-82310.63
Sun Feb  5 22:41:33 2023,1675626068,3.52,261.21,green,-82049.42
Sun Feb  5 22:42:06 2023,1675626099,3.66,170.48,green,-81878.94
Sun Feb  5 22:42:18 2023,1675626132,1.12,2151.45,red,-79727.49
Sun Feb  5 22:42:43 2023,1675626144,2.49,1992.54,green,-77734.95
Sun Feb  5 22:43:04 2023,1675626170,1.82,2211.88,red,-75523.07
Sun Feb  5 22:43:16 2023,1675626191,1.02,1428.3,red,-74094.77
Sun Feb  5 22:43:31 2023,1675626202,1.33,1507.42,red,-72587.35
Sun Feb  5 22:43:45 2023,1675626218,1.24,1344.0,red,-71243.35
Sun Feb  5 22:43:59 2023,1675626232,1.15,1644.27,red,-69599.08
Sun Feb  5 22:44:10 2023,1675626245,1.01,1719.0,red,-67880.08
Sun Feb  5 22:45:01 2023,1675626256,11.72,-2406.52,purple,-70286.6
Sun Feb  5 22:45:40 2023,1675626308,5.18,-2107.1,green,-72393.7
Sun Feb  5 22:47:22 2023,1675626346,245.84,-10623.22,purple,-83016.92
Sun Feb  5 22:47:38 2023,1675626449,1.36,2114.7,red,-80902.22
Sun Feb  5 22:47:52 2023,1675626465,1.24,2114.0,red,-78788.22
Sun Feb  5 22:48:03 2023,1675626479,1.01,2000.0,red,-76788.22
Sun Feb  5 22:48:37 2023,1675626490,3.48,-556.25,green,-77344.47
Sun Feb  5 22:49:48 2023,1675626533,21.09,-2872.63,purple,-80217.1
Sun Feb  5 22:50:04 2023,1675626595,1.37,1960.38,red,-78256.72
Sun Feb  5 22:50:24 2023,1675626611,1.70,1183.14,red,-77073.58
Sun Feb  5 22:50:35 2023,1675626630,1.01,1405.0,red,-75668.58
Sun Feb  5 22:50:58 2023,1675626641,2.13,1433.3,green,-74235.28
Sun Feb  5 22:51:42 2023,1675626665,7.43,-7165.9,green,-81401.18
Sun Feb  5 22:52:01 2023,1675626709,1.58,2225.7,red,-79175.48
Sun Feb  5 22:52:15 2023,1675626727,1.27,2376.4,red,-76799.08
Sun Feb  5 22:52:30 2023,1675626742,1.25,2486.0,red,-74313.08
Sun Feb  5 22:52:42 2023,1675626757,1.08,2944.85,red,-71368.23
Sun Feb  5 22:52:53 2023,1675626769,1.01,2781.85,red,-68586.38
Sun Feb  5 22:53:04 2023,1675626780,1.04,2690.0,red,-65896.38
Sun Feb  5 22:53:38 2023,1675626791,4.10,367.6,green,-65528.78
Sun Feb  5 22:54:02 2023,1675626826,2.09,1431.94,green,-64096.84
Sun Feb  5 22:54:21 2023,1675626849,1.65,1940.4,red,-62156.44
Sun Feb  5 22:54:39 2023,1675626868,1.52,1622.4,red,-60534.04
Sun Feb  5 22:54:53 2023,1675626886,1.22,1836.97,red,-58697.07
Sun Feb  5 22:55:06 2023,1675626900,1.13,1752.85,red,-56944.22
Sun Feb  5 22:55:31 2023,1675626912,2.31,1832.0,green,-55112.22
Sun Feb  5 22:55:43 2023,1675626937,1.12,2171.0,red,-52941.22
Sun Feb  5 22:56:03 2023,1675626950,1.75,1961.1,red,-50980.12
Sun Feb  5 22:56:14 2023,1675626970,1.01,2250.0,red,-48730.12
Sun Feb  5 22:56:38 2023,1675626981,2.15,1584.7,green,-47145.42
Sun Feb  5 22:57:04 2023,1675627005,2.62,842.9,green,-46302.52
Sun Feb  5 22:57:24 2023,1675627031,1.67,1669.5,red,-44633.02
Sun Feb  5 22:57:52 2023,1675627051,2.86,1405.8,green,-43227.22
Sun Feb  5 22:58:08 2023,1675627079,1.35,1645.5,red,-41581.72
Sun Feb  5 22:58:38 2023,1675627095,3.21,121.6,green,-41460.12
Sun Feb  5 22:58:52 2023,1675627125,1.21,1872.5,red,-39587.62
Sun Feb  5 22:59:10 2023,1675627139,1.51,1873.5,red,-37714.12
Sun Feb  5 22:59:32 2023,1675627157,1.96,774.3,red,-36939.82
Sun Feb  5 22:59:55 2023,1675627179,2.12,830.0,green,-36109.82
Sun Feb  5 23:00:24 2023,1675627202,2.91,2216.0,green,-33893.82
Sun Feb  5 23:00:46 2023,1675627231,1.99,2368.8,red,-31525.02
Sun Feb  5 23:01:05 2023,1675627253,1.59,2276.8,red,-29248.22
Sun Feb  5 23:01:18 2023,1675627271,1.20,2205.3,red,-27042.92
Sun Feb  5 23:01:37 2023,1675627285,1.61,2130.43,red,-24912.49
Sun Feb  5 23:01:48 2023,1675627304,1.01,2140.0,red,-22772.49
Sun Feb  5 23:02:11 2023,1675627315,2.09,2220.0,green,-20552.49
Sun Feb  5 23:03:21 2023,1675627338,34.69,-12088.5,purple,-32640.99
Sun Feb  5 23:03:51 2023,1675627408,3.21,697.42,green,-31943.57
Sun Feb  5 23:04:31 2023,1675627438,5.72,-740.68,green,-32684.25
Sun Feb  5 23:04:43 2023,1675627478,1.12,1085.15,red,-31599.1
Sun Feb  5 23:04:59 2023,1675627491,1.31,1067.9,red,-30531.2
Sun Feb  5 23:05:10 2023,1675627506,1.00,1590.0,red,-28941.2
Sun Feb  5 23:05:37 2023,1675627517,2.63,1354.3,green,-27586.9
Sun Feb  5 23:06:36 2023,1675627543,17.74,-6457.61,purple,-34044.51
Sun Feb  5 23:07:03 2023,1675627602,1.00,2040.91,red,-32003.6
Sun Feb  5 23:07:28 2023,1675627613,3.55,903.47,green,-31100.13
Sun Feb  5 23:08:03 2023,1675627645,7.48,-918.12,green,-32018.25
Sun Feb  5 23:08:41 2023,1675627689,5.22,946.52,green,-31071.73
