Date,Gamecode,Odd,Profit,Colour,Net-profit
Mon Feb  6 00:11:34 2023,1675631469,3.62,1416.28,green,-7850.21
Mon Feb  6 00:12:05 2023,1675631501,3.37,911.64,green,-6938.57
Mon Feb  6 00:12:20 2023,1675631532,1.28,2199.0,red,-4739.57
Mon Feb  6 00:12:33 2023,1675631547,1.13,2145.0,red,-2594.57
Mon Feb  6 00:12:56 2023,1675631560,2.10,1980.85,green,-613.72
Mon Feb  6 00:13:07 2023,1675631583,1.00,2240.0,red,1626.28
Mon Feb  6 00:13:22 2023,1675631594,1.31,2245.0,red,3871.28
Mon Feb  6 00:13:51 2023,1675631609,3.01,609.85,green,4481.13
Mon Feb  6 00:14:25 2023,1675631638,3.97,663.95,green,5145.08
Mon Feb  6 00:14:38 2023,1675631672,1.16,1555.4,red,6700.48
Mon Feb  6 00:14:52 2023,1675631685,1.21,1455.0,red,8155.48
Mon Feb  6 00:15:26 2023,1675631699,3.92,464.3,green,8619.78
Mon Feb  6 00:16:15 2023,1675631733,9.85,-8991.5,purple,-371.72
Mon Feb  6 00:16:31 2023,1675631782,1.44,1495.0,red,1123.28
Mon Feb  6 00:16:43 2023,1675631799,1.03,2266.0,red,3389.28
Mon Feb  6 00:17:02 2023,1675631810,1.67,991.3,red,4380.58
Mon Feb  6 00:17:34 2023,1675631829,3.56,1402.14,green,5782.72
Mon Feb  6 00:18:06 2023,1675631861,3.53,1710.07,green,7492.79
Mon Feb  6 00:18:22 2023,1675631893,1.39,2177.0,red,9669.79
Mon Feb  6 00:18:56 2023,1675631909,4.06,1191.2,green,10860.99
Mon Feb  6 00:19:27 2023,1675631943,3.45,1545.5,green,12406.49
Mon Feb  6 00:19:39 2023,1675631975,1.01,2410.0,red,14816.49
Mon Feb  6 00:19:58 2023,1675631986,1.72,2066.0,red,16882.49
Mon Feb  6 00:20:18 2023,1675632005,1.77,1422.35,red,18304.84
Mon Feb  6 00:20:40 2023,1675632026,1.89,1399.11,red,19703.95
Mon Feb  6 00:21:05 2023,1675632047,2.42,1427.53,green,21131.48
Mon Feb  6 00:21:37 2023,1675632073,3.46,804.01,green,21935.49
Mon Feb  6 00:21:52 2023,1675632104,1.29,1209.19,red,23144.68
Mon Feb  6 00:22:25 2023,1675632119,3.85,999.06,green,24143.74
Mon Feb  6 00:23:36 2023,1675632152,36.39,-10904.18,purple,13239.56
Mon Feb  6 00:24:48 2023,1675632223,40.85,-13431.13,purple,-191.57
Mon Feb  6 00:25:05 2023,1675632296,1.43,1771.63,red,1580.06
Mon Feb  6 00:26:17 2023,1675632312,38.26,-10283.87,purple,-8703.81
Mon Feb  6 00:26:43 2023,1675632384,2.57,1621.94,green,-7081.87
Mon Feb  6 00:27:23 2023,1675632410,5.74,-729.76,green,-7811.63
Mon Feb  6 00:27:41 2023,1675632450,1.58,2970.9,red,-4840.73
Mon Feb  6 00:28:08 2023,1675632469,2.65,1577.56,green,-3263.17
Mon Feb  6 00:28:30 2023,1675632496,1.97,657.41,red,-2605.76
Mon Feb  6 00:29:07 2023,1675632518,4.76,-1348.68,green,-3954.44
Mon Feb  6 00:29:18 2023,1675632554,1.00,2538.13,red,-1416.31
Mon Feb  6 00:29:33 2023,1675632565,1.28,2469.12,red,1052.81
Mon Feb  6 00:30:17 2023,1675632580,7.54,-4449.65,green,-3396.84
Mon Feb  6 00:30:37 2023,1675632625,1.66,997.94,red,-2398.9
Mon Feb  6 00:31:18 2023,1675632644,6.48,-761.26,green,-3160.16
Mon Feb  6 00:31:51 2023,1675632686,3.62,-238.8,green,-3398.96
Mon Feb  6 00:32:04 2023,1675632718,1.14,2303.0,red,-1095.96
Mon Feb  6 00:32:19 2023,1675632731,1.35,2239.0,red,1143.04
Mon Feb  6 00:32:30 2023,1675632747,1.01,2192.0,red,3335.04
Mon Feb  6 00:32:57 2023,1675632758,2.54,2250.0,green,5585.04
Mon Feb  6 00:33:08 2023,1675632784,1.01,1967.0,red,7552.04
Mon Feb  6 00:33:25 2023,1675632795,1.50,1910.0,red,9462.04
Mon Feb  6 00:33:49 2023,1675632812,2.24,1747.0,green,11209.04
Mon Feb  6 00:34:00 2023,1675632837,1.00,1965.81,red,13174.85
Mon Feb  6 00:34:13 2023,1675632847,1.11,1460.0,red,14634.85
Mon Feb  6 00:34:25 2023,1675632860,1.11,1423.34,red,16058.19
Mon Feb  6 00:35:10 2023,1675632872,7.65,-4477.8,green,11580.39
Mon Feb  6 00:35:21 2023,1675632917,1.00,2112.57,red,13692.96
Mon Feb  6 00:36:04 2023,1675632928,6.97,-5630.8,green,8062.16
Mon Feb  6 00:36:36 2023,1675632971,3.52,351.08,green,8413.24
Mon Feb  6 00:36:56 2023,1675633003,1.82,2063.0,red,10476.24
Mon Feb  6 00:37:13 2023,1675633024,1.40,1750.0,red,12226.24
Mon Feb  6 00:38:15 2023,1675633040,21.36,-9553.63,purple,2672.61
Mon Feb  6 00:38:26 2023,1675633102,1.00,2589.0,red,5261.61
Mon Feb  6 00:39:03 2023,1675633113,4.88,-8.89,green,5252.72
Mon Feb  6 00:39:19 2023,1675633150,1.45,1122.0,red,6374.72
Mon Feb  6 00:39:47 2023,1675633167,2.73,35.6,green,6410.32
Mon Feb  6 00:39:59 2023,1675633194,1.07,1099.0,red,7509.32
Mon Feb  6 00:40:22 2023,1675633206,2.10,2307.0,green,9816.32
Mon Feb  6 00:40:37 2023,1675633229,1.32,2150.0,red,11966.32
Mon Feb  6 00:41:06 2023,1675633245,2.90,1824.4,green,13790.72
Mon Feb  6 00:41:24 2023,1675633273,1.54,1928.0,red,15718.72
Mon Feb  6 00:41:47 2023,1675633291,2.14,2175.76,green,17894.48
Mon Feb  6 00:42:12 2023,1675633315,2.26,1556.5,green,19450.98
Mon Feb  6 00:43:02 2023,1675633339,10.62,-11699.91,purple,7751.07
Mon Feb  6 00:43:17 2023,1675633389,1.31,2516.91,red,10267.98
Mon Feb  6 00:43:29 2023,1675633404,1.07,2542.0,red,12809.98
Mon Feb  6 00:43:45 2023,1675633416,1.37,2479.0,red,15288.98
Mon Feb  6 00:44:00 2023,1675633432,1.29,2670.0,red,17958.98
Mon Feb  6 00:44:17 2023,1675633447,1.42,1525.17,red,19484.15
Mon Feb  6 00:44:32 2023,1675633464,1.30,1460.0,red,20944.15
Mon Feb  6 00:45:01 2023,1675633479,3.00,1450.0,green,22394.15
Mon Feb  6 00:45:27 2023,1675633508,2.54,1872.6,green,24266.75
Mon Feb  6 00:45:49 2023,1675633534,1.93,3225.0,red,27491.75
Mon Feb  6 00:46:04 2023,1675633556,1.27,3278.0,red,30769.75
Mon Feb  6 00:46:14 2023,1675633571,1.00,2225.0,red,32994.75
Mon Feb  6 00:46:35 2023,1675633582,1.83,1890.0,red,34884.75
Mon Feb  6 00:47:36 2023,1675633603,20.21,-12640.6,purple,22244.15
Mon Feb  6 00:47:54 2023,1675633663,1.55,1635.0,red,23879.15
Mon Feb  6 00:48:06 2023,1675633681,1.09,1111.5,red,24990.65
Mon Feb  6 00:48:51 2023,1675633694,7.77,-5593.7,green,19396.95
Mon Feb  6 00:49:11 2023,1675633739,1.69,1085.0,red,20481.95
Mon Feb  6 00:49:22 2023,1675633758,1.02,1899.0,red,22380.95
Mon Feb  6 00:49:36 2023,1675633769,1.22,1896.0,red,24276.95
Mon Feb  6 00:49:54 2023,1675633783,1.56,1836.0,red,26112.95
Mon Feb  6 00:51:45 2023,1675633802,394.59,-12675.0,purple,13437.95
Mon Feb  6 00:52:01 2023,1675633912,1.36,1375.1,red,14813.05
Mon Feb  6 00:52:24 2023,1675633928,2.12,1880.7,green,16693.75
Mon Feb  6 00:52:40 2023,1675633951,1.34,1915.0,red,18608.75
Mon Feb  6 00:52:56 2023,1675633967,1.40,1779.0,red,20387.75
Mon Feb  6 00:53:20 2023,1675633983,2.15,1156.29,green,21544.04
Mon Feb  6 00:53:31 2023,1675634007,1.06,1429.2,red,22973.24
Mon Feb  6 00:53:43 2023,1675634018,1.09,1270.0,red,24243.24
Mon Feb  6 00:54:26 2023,1675634031,6.97,-78.5,green,24164.74
Mon Feb  6 00:54:59 2023,1675634074,3.79,310.8,green,24475.54
Mon Feb  6 00:55:26 2023,1675634107,2.51,1440.0,green,25915.54
Mon Feb  6 00:55:44 2023,1675634133,1.64,1320.0,red,27235.54
Mon Feb  6 00:56:07 2023,1675634152,2.08,1350.0,green,28585.54
Mon Feb  6 00:56:18 2023,1675634175,1.00,1469.0,red,30054.54
Mon Feb  6 00:56:32 2023,1675634186,1.18,1480.0,red,31534.54
Mon Feb  6 00:56:47 2023,1675634199,1.32,1360.0,red,32894.54
Mon Feb  6 00:57:05 2023,1675634215,1.57,1479.0,red,34373.54
Mon Feb  6 00:57:34 2023,1675634233,2.95,1715.4,green,36088.94
Mon Feb  6 00:58:11 2023,1675634262,4.76,1525.4,green,37614.34
Mon Feb  6 00:58:32 2023,1675634298,1.75,970.0,red,38584.34
Mon Feb  6 00:59:22 2023,1675634319,11.37,-6824.6,purple,31759.74
Mon Feb  6 00:59:52 2023,1675634370,3.02,773.8,green,32533.54
Mon Feb  6 01:00:46 2023,1675634399,14.05,-2990.54,purple,29543.0
Mon Feb  6 01:01:01 2023,1675634454,1.28,2171.0,red,31714.0
Mon Feb  6 01:01:18 2023,1675634469,1.43,1565.0,red,33279.0
Mon Feb  6 01:01:32 2023,1675634485,1.21,1575.0,red,34854.0
Mon Feb  6 01:01:56 2023,1675634499,2.19,1573.0,green,36427.0
Mon Feb  6 01:02:12 2023,1675634523,1.41,1471.1,red,37898.1
Mon Feb  6 01:02:26 2023,1675634540,1.16,2440.0,red,40338.1
Mon Feb  6 01:03:27 2023,1675634553,21.22,-7509.3,purple,32828.8
Mon Feb  6 01:03:54 2023,1675634615,2.68,1865.0,green,34693.8
Mon Feb  6 01:04:16 2023,1675634642,1.93,2174.8,red,36868.6
Mon Feb  6 01:04:43 2023,1675634664,2.57,1981.5,green,38850.1
Mon Feb  6 01:05:10 2023,1675634690,2.63,2169.7,green,41019.8
Mon Feb  6 01:05:37 2023,1675634717,2.65,841.6,green,41861.4
Mon Feb  6 01:05:49 2023,1675634744,1.11,2100.0,red,43961.4
Mon Feb  6 01:06:11 2023,1675634756,1.91,1430.8,red,45392.2
Mon Feb  6 01:06:27 2023,1675634778,1.42,1840.6,red,47232.8
Mon Feb  6 01:06:39 2023,1675634795,1.05,1910.0,red,49142.8
Mon Feb  6 01:07:52 2023,1675634806,40.95,-13383.45,purple,35759.35
Mon Feb  6 01:08:21 2023,1675634879,2.98,1673.5,green,37432.85
Mon Feb  6 01:08:37 2023,1675634908,1.41,2663.4,red,40096.25
Mon Feb  6 01:08:50 2023,1675634924,1.12,2333.0,red,42429.25
Mon Feb  6 01:09:06 2023,1675634937,1.43,2268.6,red,44697.85
Mon Feb  6 01:09:33 2023,1675634954,2.53,1087.4,green,45785.25
Mon Feb  6 01:09:53 2023,1675634980,1.75,2009.1,red,47794.35
Mon Feb  6 01:10:17 2023,1675635000,2.20,999.3,green,48793.65
Mon Feb  6 01:10:30 2023,1675635024,1.19,2310.0,red,51103.65
Mon Feb  6 01:10:54 2023,1675635038,2.18,2115.1,green,53218.75
Mon Feb  6 01:11:09 2023,1675635061,1.30,2359.0,red,55577.75
Mon Feb  6 01:11:43 2023,1675635077,3.88,1000.1,green,56577.85
Mon Feb  6 01:12:42 2023,1675635110,18.58,-6959.8,purple,49618.05
Mon Feb  6 01:12:55 2023,1675635169,1.17,1500.0,red,51118.05
Mon Feb  6 01:13:40 2023,1675635183,7.47,-113.9,green,51004.15
Mon Feb  6 01:14:14 2023,1675635227,4.07,-264.5,green,50739.65
Mon Feb  6 01:14:42 2023,1675635261,2.74,1508.0,green,52247.65
Mon Feb  6 01:15:01 2023,1675635289,1.65,1518.7,red,53766.35
Mon Feb  6 01:15:15 2023,1675635308,1.25,-221.2,red,53545.15
Mon Feb  6 01:16:08 2023,1675635322,12.57,-4548.7,purple,48996.45
Mon Feb  6 01:16:20 2023,1675635375,1.07,3856.0,red,52852.45
Mon Feb  6 01:16:44 2023,1675635387,2.18,3796.5,green,56648.95
Mon Feb  6 01:16:55 2023,1675635411,1.04,3900.0,red,60548.95
Mon Feb  6 01:17:20 2023,1675635423,2.33,1110.0,green,61658.95
Mon Feb  6 01:18:02 2023,1675635447,6.58,-1293.4,green,60365.55
Mon Feb  6 01:18:15 2023,1675635490,1.11,2510.0,red,62875.55
Mon Feb  6 01:18:41 2023,1675635502,2.48,1894.0,green,64769.55
Mon Feb  6 01:18:53 2023,1675635528,1.11,2385.0,red,67154.55
Mon Feb  6 01:19:31 2023,1675635540,4.95,-429.8,green,66724.75
Mon Feb  6 01:19:53 2023,1675635578,1.96,1572.0,red,68296.75
Mon Feb  6 01:20:45 2023,1675635600,12.09,-5951.89,purple,62344.86
Mon Feb  6 01:21:08 2023,1675635652,2.08,2300.0,green,64644.86
Mon Feb  6 01:22:01 2023,1675635675,12.86,-5603.94,purple,59040.92
Mon Feb  6 01:22:12 2023,1675635729,1.02,1930.0,red,60970.92
Mon Feb  6 01:23:26 2023,1675635740,42.49,-9798.5,purple,51172.42
Mon Feb  6 01:23:41 2023,1675635813,1.37,2210.0,red,53382.42
Mon Feb  6 01:23:55 2023,1675635829,1.20,2187.0,red,55569.42
Mon Feb  6 01:24:07 2023,1675635843,1.05,1620.0,red,57189.42
Mon Feb  6 01:24:44 2023,1675635854,4.97,-1974.9,green,55214.52
Mon Feb  6 01:24:58 2023,1675635892,1.22,1710.0,red,56924.52
Mon Feb  6 01:25:21 2023,1675635906,2.07,1410.37,green,58334.89
Mon Feb  6 01:25:37 2023,1675635929,1.33,1531.09,red,59865.98
Mon Feb  6 01:25:53 2023,1675635944,1.39,1410.0,red,61275.98
Mon Feb  6 01:26:18 2023,1675635961,2.38,1348.5,green,62624.48
Mon Feb  6 01:26:35 2023,1675635986,1.40,2692.0,red,65316.48
Mon Feb  6 01:26:55 2023,1675636002,1.71,2660.0,red,67976.48
Mon Feb  6 01:27:22 2023,1675636022,2.79,-415.7,green,67560.78
Mon Feb  6 01:27:39 2023,1675636050,1.43,2020.0,red,69580.78
Mon Feb  6 01:28:19 2023,1675636067,5.75,-854.49,green,68726.29
Mon Feb  6 01:28:42 2023,1675636106,2.05,609.08,green,69335.37
Mon Feb  6 01:28:56 2023,1675636129,1.21,850.0,red,70185.37
Mon Feb  6 01:29:15 2023,1675636143,1.72,1420.0,red,71605.37
Mon Feb  6 01:29:47 2023,1675636163,3.43,68.26,green,71673.63
Mon Feb  6 01:30:16 2023,1675636194,2.96,-65.03,green,71608.6
Mon Feb  6 01:30:45 2023,1675636223,3.09,658.3,green,72266.9
Mon Feb  6 01:31:00 2023,1675636253,1.25,1440.6,red,73707.5
Mon Feb  6 01:31:14 2023,1675636267,1.20,2120.0,red,75827.5
Mon Feb  6 01:31:50 2023,1675636281,4.67,1038.21,green,76865.71
Mon Feb  6 01:32:22 2023,1675636317,3.55,720.64,green,77586.35
Mon Feb  6 01:32:42 2023,1675636349,1.75,1470.56,red,79056.91
Mon Feb  6 01:33:24 2023,1675636369,6.67,-2021.6,green,77035.31
Mon Feb  6 01:34:18 2023,1675636412,13.23,-5112.4,purple,71922.91
Mon Feb  6 01:34:45 2023,1675636466,2.63,1010.0,green,72932.91
Mon Feb  6 01:35:58 2023,1675636493,36.14,-4564.92,purple,68367.99
Mon Feb  6 01:36:07 2023,1675636563,1.03,1783.32,red,70151.31
Mon Feb  6 01:36:44 2023,1675636574,4.81,-3348.9,green,66802.41
Mon Feb  6 01:37:14 2023,1675636611,3.20,-541.7,green,66260.71
Mon Feb  6 01:37:45 2023,1675636641,3.28,-519.0,green,65741.71
Mon Feb  6 01:38:12 2023,1675636672,2.75,322.3,green,66064.01
Mon Feb  6 01:38:25 2023,1675636700,1.13,2570.0,red,68634.01
Mon Feb  6 01:38:36 2023,1675636712,1.02,2460.0,red,71094.01
Mon Feb  6 01:38:48 2023,1675636724,1.04,2500.0,red,73594.01
Mon Feb  6 01:39:07 2023,1675636735,1.70,2450.0,red,76044.01
Mon Feb  6 01:39:28 2023,1675636755,1.78,1045.0,red,77089.01
Mon Feb  6 01:39:39 2023,1675636775,1.03,1075.0,red,78164.01
Mon Feb  6 01:40:00 2023,1675636786,1.77,1015.0,red,79179.01
Mon Feb  6 01:40:10 2023,1675636807,1.00,2175.0,red,81354.01
Mon Feb  6 01:40:49 2023,1675636817,5.30,-1733.8,green,79620.21
Mon Feb  6 01:41:23 2023,1675636856,4.07,-802.31,green,78817.9
Mon Feb  6 01:42:02 2023,1675636890,5.70,-2297.0,green,76520.9
Mon Feb  6 01:42:14 2023,1675636930,1.07,1980.0,red,78500.9
Mon Feb  6 01:43:16 2023,1675636942,20.73,-8511.7,purple,69989.2
Mon Feb  6 01:44:06 2023,1675637003,10.96,-8367.4,purple,61621.8
Mon Feb  6 01:44:17 2023,1675637054,1.00,1150.0,red,62771.8
Mon Feb  6 01:44:28 2023,1675637065,1.00,1140.0,red,63911.8
Mon Feb  6 01:44:39 2023,1675637075,1.01,1040.0,red,64951.8
Mon Feb  6 01:45:48 2023,1675637086,32.87,-4258.3,purple,60693.5
Mon Feb  6 01:46:08 2023,1675637155,1.77,1031.04,red,61724.54
Mon Feb  6 01:46:55 2023,1675637176,8.77,-768.21,purple,60956.33
Mon Feb  6 01:47:16 2023,1675637222,1.84,1589.8,red,62546.13
Mon Feb  6 01:47:27 2023,1675637243,1.01,2971.97,red,65518.1
Mon Feb  6 01:48:09 2023,1675637254,6.73,-2675.4,green,62842.7
Mon Feb  6 01:48:50 2023,1675637297,6.01,-2713.2,green,60129.5
Mon Feb  6 01:49:12 2023,1675637338,1.94,1777.5,red,61907.0
Mon Feb  6 01:49:23 2023,1675637359,1.02,1830.0,red,63737.0
Mon Feb  6 01:49:36 2023,1675637371,1.15,1820.0,red,65557.0
Mon Feb  6 01:49:50 2023,1675637384,1.19,1820.0,red,67377.0
Mon Feb  6 01:50:16 2023,1675637397,2.57,746.3,green,68123.3
Mon Feb  6 01:50:28 2023,1675637424,1.03,2140.0,red,70263.3
Mon Feb  6 01:50:38 2023,1675637435,1.00,2406.0,red,72669.3
Mon Feb  6 01:51:02 2023,1675637446,2.16,1250.5,green,73919.8
Mon Feb  6 01:51:19 2023,1675637469,1.46,1825.0,red,75744.8
Mon Feb  6 01:51:30 2023,1675637487,1.00,1850.0,red,77594.8
Mon Feb  6 01:51:41 2023,1675637497,1.04,2315.0,red,79909.8
Mon Feb  6 01:52:03 2023,1675637509,1.90,1768.33,red,81678.13
Mon Feb  6 01:52:18 2023,1675637530,1.34,2104.17,red,83782.3
Mon Feb  6 01:53:05 2023,1675637546,8.63,-4903.75,purple,78878.55
Mon Feb  6 01:53:26 2023,1675637593,1.85,1097.6,red,79976.15
Mon Feb  6 01:53:48 2023,1675637614,1.96,1110.88,red,81087.03
Mon Feb  6 01:54:13 2023,1675637636,2.33,1121.8,green,82208.83
Mon Feb  6 01:54:41 2023,1675637660,2.81,1768.46,green,83977.29
Mon Feb  6 01:55:31 2023,1675637688,10.57,-10826.7,purple,73150.59
Mon Feb  6 01:56:14 2023,1675637739,6.86,322.56,green,73473.15
Mon Feb  6 01:56:32 2023,1675637781,1.56,2022.5,red,75495.65
Mon Feb  6 01:56:47 2023,1675637800,1.31,1878.0,red,77373.65
Mon Feb  6 01:57:10 2023,1675637815,2.02,955.1,green,78328.75
Mon Feb  6 01:57:21 2023,1675637837,1.04,1400.0,red,79728.75
Mon Feb  6 01:57:58 2023,1675637849,4.61,536.31,green,80265.06
Mon Feb  6 01:58:16 2023,1675637885,1.63,1628.0,red,81893.06
Mon Feb  6 01:58:40 2023,1675637904,2.13,1628.0,green,83521.06
Mon Feb  6 01:59:15 2023,1675637927,4.32,-114.87,green,83406.19
Mon Feb  6 01:59:29 2023,1675637962,1.20,2417.0,red,85823.19
Mon Feb  6 01:59:53 2023,1675637976,2.21,1034.12,green,86857.31
Mon Feb  6 02:00:17 2023,1675638000,2.16,1177.25,green,88034.56
Mon Feb  6 02:00:30 2023,1675638024,1.20,877.5,red,88912.06
Mon Feb  6 02:00:43 2023,1675638038,1.11,811.25,red,89723.31
Mon Feb  6 02:01:20 2023,1675638050,4.81,232.5,green,89955.81
Mon Feb  6 02:01:52 2023,1675638087,3.73,251.3,green,90207.11
Mon Feb  6 02:02:11 2023,1675638120,1.61,854.6,red,91061.71
Mon Feb  6 02:02:31 2023,1675638139,1.70,1393.75,red,92455.46
Mon Feb  6 02:02:49 2023,1675638158,1.56,1352.5,red,93807.96
Mon Feb  6 02:03:15 2023,1675638176,2.52,1306.25,green,95114.21
Mon Feb  6 02:03:41 2023,1675638203,2.42,1765.0,green,96879.21
Mon Feb  6 02:03:53 2023,1675638228,1.14,1702.5,red,98581.71
Mon Feb  6 02:04:23 2023,1675638241,3.04,1715.0,green,100296.71
Mon Feb  6 02:04:43 2023,1675638270,1.71,1590.0,red,101886.71
Mon Feb  6 02:05:01 2023,1675638290,1.64,1602.5,red,103489.21
Mon Feb  6 02:05:29 2023,1675638309,2.69,650.28,green,104139.49
Mon Feb  6 02:06:07 2023,1675638336,5.24,308.4,green,104447.89
Mon Feb  6 02:06:23 2023,1675638375,1.36,2100.0,red,106547.89
Mon Feb  6 02:06:51 2023,1675638391,2.77,1437.6,green,107985.49
Mon Feb  6 02:07:09 2023,1675638418,1.59,1455.6,red,109441.09
Mon Feb  6 02:07:30 2023,1675638437,1.85,1454.76,red,110895.85
Mon Feb  6 02:07:46 2023,1675638458,1.34,1450.0,red,112345.85
Mon Feb  6 02:08:29 2023,1675638474,7.12,-4253.3,green,108092.55
Mon Feb  6 02:09:18 2023,1675638517,9.62,-6391.06,purple,101701.49
Mon Feb  6 02:09:33 2023,1675638566,1.29,1218.0,red,102919.49
Mon Feb  6 02:09:44 2023,1675638581,1.02,1218.0,red,104137.49
Mon Feb  6 02:10:12 2023,1675638592,2.83,1218.0,green,105355.49
Mon Feb  6 02:10:27 2023,1675638620,1.24,1808.0,red,107163.49
Mon Feb  6 02:10:44 2023,1675638634,1.51,1758.0,red,108921.49
Mon Feb  6 02:11:03 2023,1675638652,1.62,1758.0,red,110679.49
Mon Feb  6 02:11:22 2023,1675638671,1.62,1660.6,red,112340.09
Mon Feb  6 02:12:33 2023,1675638689,36.46,-9088.88,purple,103251.21
Mon Feb  6 02:13:05 2023,1675638760,3.62,2207.93,green,105459.14
Mon Feb  6 02:13:16 2023,1675638792,1.00,1838.0,red,107297.14
Mon Feb  6 02:14:15 2023,1675638803,18.09,-6721.78,purple,100575.36
Mon Feb  6 02:14:26 2023,1675638862,1.06,1348.0,red,101923.36
Mon Feb  6 02:14:50 2023,1675638874,2.14,305.92,green,102229.28
Mon Feb  6 02:15:01 2023,1675638897,1.04,1756.0,red,103985.28
Mon Feb  6 02:15:19 2023,1675638909,1.55,1774.0,red,105759.28
Mon Feb  6 02:15:31 2023,1675638927,1.06,1686.0,red,107445.28
Mon Feb  6 02:15:59 2023,1675638939,2.78,1247.23,green,108692.51
Mon Feb  6 02:16:33 2023,1675638966,3.94,914.7,green,109607.21
Mon Feb  6 02:17:07 2023,1675639000,4.13,994.7,green,110601.91
Mon Feb  6 02:17:44 2023,1675639034,4.89,49.46,green,110651.37
Mon Feb  6 02:18:00 2023,1675639072,1.33,1215.09,red,111866.46
Mon Feb  6 02:18:54 2023,1675639087,13.39,-7283.0,purple,104583.46
Mon Feb  6 02:19:18 2023,1675639141,2.32,395.22,green,104978.68
Mon Feb  6 02:19:44 2023,1675639166,2.51,320.1,green,105298.78
Mon Feb  6 02:20:15 2023,1675639192,3.33,-545.7,green,104753.08
Mon Feb  6 02:20:41 2023,1675639223,2.50,751.25,green,105504.33
Mon Feb  6 02:21:16 2023,1675639249,4.09,825.84,green,106330.17
Mon Feb  6 02:22:01 2023,1675639283,8.17,-4209.9,purple,102120.27
Mon Feb  6 02:22:13 2023,1675639329,1.03,1550.0,red,103670.27
Mon Feb  6 02:22:33 2023,1675639340,1.79,1067.6,red,104737.87
Mon Feb  6 02:23:01 2023,1675639361,2.84,-216.5,green,104521.37
Mon Feb  6 02:23:30 2023,1675639389,2.88,1112.0,green,105633.37
Mon Feb  6 02:24:24 2023,1675639417,13.56,-5945.9,purple,99687.47
Mon Feb  6 02:24:35 2023,1675639472,1.00,880.0,red,100567.47
Mon Feb  6 02:24:54 2023,1675639482,1.72,830.0,red,101397.47
Mon Feb  6 02:25:12 2023,1675639502,1.51,2420.0,red,103817.47
Mon Feb  6 02:25:47 2023,1675639520,4.17,-41.7,green,103775.77
Mon Feb  6 02:26:23 2023,1675639554,4.50,385.3,green,104161.07
Mon Feb  6 02:27:33 2023,1675639590,35.78,-15395.1,purple,88765.97
Mon Feb  6 02:27:52 2023,1675639661,1.60,1863.0,red,90628.97
Mon Feb  6 02:28:58 2023,1675639679,28.11,-11136.4,purple,79492.57
Mon Feb  6 02:29:14 2023,1675639746,1.36,1840.0,red,81332.57
Mon Feb  6 02:29:53 2023,1675639761,5.59,-1855.1,green,79477.47
Mon Feb  6 02:30:04 2023,1675639801,1.00,1180.0,red,80657.47
Mon Feb  6 02:30:28 2023,1675639812,2.18,1180.0,green,81837.47
Mon Feb  6 02:30:47 2023,1675639835,1.71,1180.0,red,83017.47
Mon Feb  6 02:31:04 2023,1675639855,1.44,1299.0,red,84316.47
Mon Feb  6 02:31:28 2023,1675639872,2.16,1380.0,green,85696.47
Mon Feb  6 02:31:46 2023,1675639896,1.58,1380.0,red,87076.47
Mon Feb  6 02:32:00 2023,1675639914,1.20,1530.0,red,88606.47
Mon Feb  6 02:32:54 2023,1675639928,13.47,-20214.0,purple,68392.47
Mon Feb  6 02:33:10 2023,1675639982,1.31,1440.0,red,69832.47
Mon Feb  6 02:33:51 2023,1675639997,6.38,-2530.1,green,67302.37
Mon Feb  6 02:34:11 2023,1675640039,1.75,1450.49,red,68752.86
Mon Feb  6 02:34:33 2023,1675640059,1.96,1646.8,red,70399.66
Mon Feb  6 02:35:11 2023,1675640081,4.96,-2405.6,green,67994.06
Mon Feb  6 02:35:23 2023,1675640118,1.08,1400.21,red,69394.27
Mon Feb  6 02:35:39 2023,1675640130,1.35,1410.0,red,70804.27
Mon Feb  6 02:36:04 2023,1675640146,2.48,1617.0,green,72421.27
Mon Feb  6 02:36:41 2023,1675640172,4.73,354.6,green,72775.87
Mon Feb  6 02:36:53 2023,1675640209,1.08,2460.0,red,75235.87
Mon Feb  6 02:37:05 2023,1675640221,1.07,2160.0,red,77395.87
Mon Feb  6 02:37:16 2023,1675640233,1.00,680.0,red,78075.87
Mon Feb  6 02:37:37 2023,1675640243,1.87,950.0,red,79025.87
Mon Feb  6 02:38:20 2023,1675640265,7.09,98.0,green,79123.87
Mon Feb  6 02:38:35 2023,1675640308,1.26,2229.0,red,81352.87
Mon Feb  6 02:38:54 2023,1675640323,1.62,2210.0,red,83562.87
Mon Feb  6 02:39:12 2023,1675640342,1.53,2307.5,red,85870.37
Mon Feb  6 02:39:47 2023,1675640359,4.30,364.1,green,86234.47
Mon Feb  6 02:40:03 2023,1675640394,1.37,2037.5,red,88271.97
Mon Feb  6 02:40:29 2023,1675640410,2.57,1170.0,green,89441.97
Mon Feb  6 02:40:45 2023,1675640437,1.35,1340.0,red,90781.97
Mon Feb  6 02:41:18 2023,1675640453,3.85,241.8,green,91023.77
Mon Feb  6 02:41:38 2023,1675640486,1.72,1440.0,red,92463.77
Mon Feb  6 02:41:58 2023,1675640506,1.70,1390.0,red,93853.77
Mon Feb  6 02:42:17 2023,1675640525,1.64,2240.0,red,96093.77
Mon Feb  6 02:42:52 2023,1675640544,4.46,1411.0,green,97504.77
